Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,application_method (product.metafields.custom.application_method),backing_plate_thread (product.metafields.custom.backing_plate_thread),badge_text (product.metafields.custom.badge_text),biodegradable (product.metafields.custom.biodegradable),brand (product.metafields.custom.brand),compatible_chemicals (product.metafields.custom.compatible_chemicals),concentrate_or_rtu (product.metafields.custom.concentrate_or_rtu),coverage (product.metafields.custom.coverage),delivery_format (product.metafields.custom.delivery_format),dilution_ratio (product.metafields.custom.dilution_ratio),featured_collection_slot (product.metafields.custom.featured_collection_slot),fit_type (product.metafields.custom.fit_type),fragrance_family (product.metafields.custom.fragrance_family),intensity_level (product.metafields.custom.intensity_level),material_composition (product.metafields.custom.material_composition),orbit_size (product.metafields.custom.orbit_size),pad_cut_level (product.metafields.custom.pad_cut_level),pad_diameter (product.metafields.custom.pad_diameter),pad_material (product.metafields.custom.pad_material),pad_size_compatibility (product.metafields.custom.pad_size_compatibility),ph_level (product.metafields.custom.ph_level),power_source (product.metafields.custom.power_source),pro_tip (product.metafields.custom.pro_tip),psi_rating (product.metafields.custom.psi_rating),recommended_pairing (product.metafields.custom.recommended_pairing),related_products (product.metafields.custom.related_products),reviews (product.metafields.custom.reviews),safe_surfaces (product.metafields.custom.safe_surfaces),scent (product.metafields.custom.scent),sds_url (product.metafields.custom.sds_url),size_guide_url (product.metafields.custom.size_guide_url),snippet (product.metafields.custom.snippet),tank_capacity (product.metafields.custom.tank_capacity),use_case (product.metafields.custom.use_case),video_url (product.metafields.custom.video_url),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
maxshine-machine-polisher-wall-holder-double-station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_a1da8bf8744c4d019851ba34c9a44122_mv2_3667ae2a-7ba3-4937-928c-320511a7f209.jpg?v=1781634147,2,Maxshine Machine Polisher Wall Holder - Double Station - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-machine-polisher-wall-holder-double-station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_3e304e9db2cf4ef5b4dc21a2faed414a_mv2.jpg?v=1781634147,3,Maxshine Machine Polisher Wall Holder - Double Station - image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-machine-polisher-wall-holder-double-station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_33c763d32495470987942166c154df3e_mv2.jpg?v=1781634147,4,Maxshine Machine Polisher Wall Holder - Double Station - image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bumper-coat,Bumper Coat,"<p><strong>BUMPER COAT GEL DRESSING:</strong></p><p> </p><p><strong>BUMPER COAT</strong> is a premium silicone-based gel dressing designed to restore and rejuvenate exterior plastic, vinyl, moldings, and trim. It brings back a rich, dark, and durable shine that lasts, giving every surface a like-new, freshly detailed look.</p><p> </p><p>Unlike traditional dressings, BUMPER COAT dries to the touch, leaving no greasy residue while providing continuous protection against sun, water, chemicals, and heat. Its advanced formula helps prevent fading, cracking, and wear, keeping your vehicle’s trim, bumpers, and exterior accents looking vibrant and well-maintained for the long haul.</p><p> </p><p>Silicone-based gel dressing for exterior plastic, vinyl, moldings, and trim</p><ul>	<li>	<p>Restores a rich, dark, long-lasting shine</p>	</li>	<li>	<p>Dries to the touch with no greasy residue</p>	</li>	<li>	<p>Provides continuous protection against UV rays, water, chemicals, and heat</p>	</li>	<li>	<p>Helps prevent fading, cracking, and premature wear</p>	</li>	<li>	<p>Keeps surfaces looking vibrant, refreshed, and like-new</p>	</li>
</ul><p> </p><p>32oz Barcode: 809555958398 , SKU: 4532</p><p>1g Barcode: 631465807790 , SKU: RCP-BC-01</p>",RCP America,Uncategorized,Dressing Protectants,"Dressing Protectant 2, Dressing Protectants, Featured Products",TRUE,Size,32 ounces,,,,,,,,'4532,2268,shopify,10,deny,manual,52.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_292c0237b2644fdeb16cedcea31ea9c9_mv2.png?v=1781634153,1,BUMPER COAT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'5,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_292c0237b2644fdeb16cedcea31ea9c9_mv2.png?v=1781634153,g,,,active
bumper-coat,,,,,,,,,1 Gallon,,,,,,,,,2268,shopify,0,deny,manual,52.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/BumperCoat1Gallon1.png?v=1782402456,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/BumperCoat1Gallon1.png?v=1782402456,g,,,
bumper-coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_3893cd9095d34f3cb4ebed375571f0c4_mv2_c085da34-1f32-4104-ba6f-41d26baea86f.png?v=1781634153,3,BUMPER COAT - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bumper-coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_53df5cece82f4224a52d4f598037c5be_mv2.jpg?v=1781634154,4,BUMPER COAT - image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bumper-coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_00894048513445d9a3932a66d6d7c9ba_mv2_93b3233c-9f46-4aaa-a388-89f81bdc4f4d.jpg?v=1781634153,5,BUMPER COAT - image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water-spot-remover,Water Spot Remover,"<p>RCP's Water Spot Remover is a must-have for any detailer battling stubborn mineral stains, making it ideal for a maintenance wash, paint correction prep, or a glass restoration job on a daily driver or show car. This fast-acting formula breaks down and removes water spot stains that ordinary washing leaves behind, restoring clarity to windows and a clean finish to your paint. Work it into the affected areas and let it lift the buildup, then rinse and dry for a spot-free result that looks like new. Because it cuts through hard water deposits quickly, it saves you time and effort compared to scrubbing or repeated washing. Paired with a glass towel and an Ultra Plush Drying Towel, RCP's Water Spot Remover takes your detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions",Solvents/Removers,"Featured Products, Solvents/Removers",TRUE,Title,Default Title,,,,,,,,'2532,2268,shopify,10,deny,manual,27.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_6a36a08233e04c359c495a0aeceda54a_mv2_e9f8076d-9d0b-4315-a957-85760b173c2c.png?v=1781634144,1,WATER SPOT REMOVER,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Spot Removal Solution,,,,,,g,,,active
water-spot-remover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_5830c613d27c4978a23a3afd10a489bf_mv2_8afe4f62-14d1-421a-a2bd-b3f94d9967bc.png?v=1781634144,2,WATER SPOT REMOVER - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-6-foam-pads-holder,"Maxshine 6"" Foam Pads Holder","<p>RCP's Maxshine 6"" Foam Pads Holder is a must-have for keeping your polishing and cutting pads organized, clean, and ready to grab during a paint correction or polishing job. Designed to hold a variety of pad sizes under 6 inches, this wall-mounted holder keeps your foam pads off the bench and within arm's reach so you can move efficiently between cutting, polishing, and finishing steps. Built from durable iron with an eye-catching red powder coat finish, it stands up to the daily demands of a busy detail shop while resisting wear and corrosion. The corresponding mounting screws are included for a quick, hassle-free installation. Paired with your Maxshine backing plates and pad lineup, this holder brings order to your workspace and takes your detailing setup to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,H05,0,shopify,10,deny,manual,45.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_39b87e2ff9224058b017592f2e50253e_mv2_e64dedee-b829-4432-82a3-94f7fc021a84.jpg?v=1781634144,1,"Maxshine 6"" Foam Pads Holder",FALSE,,,,,,,Maxshine,,,,,,,,,,,,,,,,,,,,,,,,,,,Foam Pad Storage Holder,,"Mobile Detailer
DIY Home Use",,,,g,,,active
maxshine-6-foam-pads-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_a3de45778d9b4815946098169ae90cab_mv2_06ca5de4-051e-4d03-9d7f-fb173bdb9a5d.jpg?v=1781634144,2,"Maxshine 6"" Foam Pads Holder - image 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-6-foam-pads-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_41d9b81d5df64794ae489824f857450c_mv2_1b04f64f-a958-4440-8aee-c9c15855eb3a.jpg?v=1781634144,3,"Maxshine 6"" Foam Pads Holder - image 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-32oz-or-16oz-bottle-car-detailing-compound-holder,Maxshine 32oz or 16oz Bottle Car Detailing Compound Holder,"<p>RCP's Maxshine 32oz or 16oz Bottle Car Detailing Compound Holder is a simple but essential organizational tool for any detail bay, garage, or mobile rig where keeping your compounds and polishes within easy reach matters. Designed to securely hold both 16oz and 32oz bottles, this wall-mounted holder keeps your most-used products off the bench and ready to grab the moment you need them during a correction or polishing job. Made from high-quality iron with strong corrosion resistance, it's built to handle the splashes and chemicals of a working detail shop for the long haul. The corresponding mounting screws are included so installation is quick and straightforward. Paired with the rest of your RCP wall organization system, this compound holder helps create a clean, efficient workspace that takes your detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,H03B,0,shopify,10,deny,manual,58.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_0821f6e923be4dc591c6236976e37d45_mv2_01674ef1-74d4-46ba-954b-f89437e6eef1.jpg?v=1781634145,1,Maxshine 32oz or 16oz Bottle Car Detailing Compound Holder,FALSE,,,,,,,Maxshine,,,,,,,,,,,,,,,,,,,,,,,,,,,Detailing Bottle Storage Holder,,"Mobile Detailer
DIY Home Use",,,,g,,,active
maxshine-32oz-or-16oz-bottle-car-detailing-compound-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_48726549681e48469168dbe1913a2175_mv2.jpg?v=1781634145,2,Maxshine 32oz or 16oz Bottle Car Detailing Compound Holder - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-32oz-or-16oz-bottle-car-detailing-compound-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/11b072_ab4f8ffbfdcd407eaf44ca84b62e87d4_mv2.jpg?v=1781634145,3,Maxshine 32oz or 16oz Bottle Car Detailing Compound Holder - image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-detailing-clay-bar-3pcs-pack-white,MAXSHINE DETAILING CLAY BAR - 3PCS/PACK WHITE,"<p>RCP's Maxshine Detailing Clay Bar is a must-have for any decontamination step, perfect for a thorough wash, a pre-polish prep, or restoring a smooth surface before applying a coating or sealant. This 150g pack includes three 50g bars, giving you plenty to deeply clean and remove embedded surface contaminants like tree sap mist, bug residue, paint overspray, road tar, rail dust, and other stubborn dirt that washing alone can't lift. It effectively removes hard chemical substances such as tar and asphalt stuck in the paint, leaving behind a truly smooth, glass-like finish that's ready for the next stage of your detail. Glide it across a freshly washed, lubricated surface and feel the grit disappear as your paint becomes silky to the touch. Paired with a quality clay lubricant and one of our microfiber towels, this clay bar takes your decontamination process to the next level.</p>",RCP America Partner Portal,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions",,"Approved, Recon Logic",TRUE,Title,Default Title,,,,,,,,2043150W,1000,,0,deny,manual,20.97,24.99,FALSE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/d54558ed-1ae6d4_78e04f7176b646758aaa6e27199ff6cc_mv2.jpg?v=1771526821,1,MAXSHINE DETAILING CLAY BAR - 3PCS/PACK WHITE image 0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detailing Clay Bar Pack,,,,,,kg,,,active
maxshine-detailing-clay-bar-3pcs-pack-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/93998fcf-1ae6d4_c17d19c2c4b944708bb3e6cc16b17bf6_mv2.jpg?v=1771526821,2,MAXSHINE DETAILING CLAY BAR - 3PCS/PACK WHITE image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-maxshine-pro-series-dual-action-backing-plate,"Maxshine 5"" Backing Plate","<p>RCP's Maxshine 5"" Backing Plate is an essential component for any serious polishing or paint correction job, designed specifically to complement the M15 Pro Polisher and balanced for smooth, controlled performance. With a 5"" (125mm) diameter, it pairs perfectly with 5-inch foam pads to give you precise, consistent results across cutting, polishing, and finishing stages. The back plate is made from a high-quality PU material that is flexible, durable, and environmentally friendly, helping it absorb vibration and maintain even pad contact throughout your work. Whether you're correcting swirls on a daily driver or refining the finish on a show car, this backing plate keeps your pads rotating true for professional results. Paired with your Maxshine pads and polisher, it takes your detailing experience to the next level.</p>",RCP America,Hardware > Tools > Polishers & Buffers,Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,RCP-3011125,454,shopify,10,deny,manual,27.29,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_c21ecfec65224dac9db5ac0be8d69a02_mv2_1dcb90ff-5dca-4eae-a846-5bedd3199b50.jpg?v=1781634138,1,"5"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE",FALSE,,,,"5/16"" x 24",,,Maxshine,,,,,,,,,,,,,,,"5""",,,,,,,,,,,,Dual-Action Backing Plate,,"Mobile Detailer
DIY Home Use",,,,g,,,active
5-maxshine-pro-series-dual-action-backing-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_68eeab3e26e346b0ad5dfd4504b08ea4_mv2.jpg?v=1781634138,2,"5"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE - image 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-maxshine-pro-series-dual-action-backing-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_d1c305c07a3a4f5a9f2ab39adacb6490_mv2.jpg?v=1781634138,3,"5"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE - image 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-pro-series-dual-action-backing-plate,"6"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE","<p>RCP's 6"" Maxshine Pro Series Dual Action Backing Plate is a key component for any polishing or paint correction setup, designed specifically to complement the M21 Pro Polisher and deliver balanced, controlled performance. With a 6"" (150mm) diameter, it pairs perfectly with 6-inch foam pads, letting you cover larger panels efficiently during cutting, polishing, and finishing work. The back plate is made from a high-quality PU material that is flexible, durable, and environmentally friendly, helping absorb vibration while keeping the pad in even contact with the surface. Whether you're working through a full correction or simply refreshing the gloss, this backing plate keeps your pads tracking smoothly for professional-grade results. Paired with your Maxshine pads and polisher, it takes your detailing experience to the next level.</p>",RCP America,Hardware > Tools > Polishers & Buffers,Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,'3011150,454,shopify,10,deny,manual,17.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_0b5cc6955c0342aeb08faeb400ff5c3f_mv2.jpg?v=1781634137,1,"6"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE",FALSE,,,,"5/16"" x 24",,,Maxshine,,,,,,,,,,,,,,,"6""",,,,,,,,,,,,Dual-Action Backing Plate,,"Mobile Detailer
DIY Home Use",,,,g,,,active
6-maxshine-pro-series-dual-action-backing-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_f8b309315583476e89d044cdbcd51812_mv2_e3f78eb9-12cc-47d7-898a-7277aa6aaa84.jpg?v=1781634137,2,"6"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE - image 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-pro-series-dual-action-backing-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_d1c305c07a3a4f5a9f2ab39adacb6490_mv2_898a5193-b516-470a-a8a5-cb777f5366fb.jpg?v=1781634137,3,"6"" MAXSHINE PRO SERIES DUAL ACTION BACKING PLATE - image 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-1200gsm-24-x-36-purple-duo-twisted-drying-towel,"MAXSHINE 1200GSM 24"" X 36"" PURPLE DUO TWISTED DRYING TOWEL","<p>RCP's Maxshine 1200GSM 24"" x 36"" Purple Duo Twisted Drying Towel is a plush, high-capacity drying towel built for tackling full vehicles quickly after a wash, making it ideal for daily drivers, show cars, and busy detail shops alike. With a heavyweight 1200g/m fabric weight and a 70% polyester, 30% polyamide microfiber blend, this generously sized 24 x 36 inch towel soaks up water fast while remaining gentle on your paint and clear coat. The double-sided twisted loop construction is ultra-soft and absorbent, drying surfaces in fewer passes to help reduce the risk of swirls and water spots. It's odor-free, machine-washable, and quick-drying, so it's ready for the next job time after time. Paired with your favorite drying aid or spray sealant, this towel takes your drying process to the next level.</p>",RCP America,Home & Garden > Household Supplies > Household Cleaning Supplies > Shop Towels & General-Purpose Cleaning Cloths,Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,1195060P,454,shopify,10,deny,manual,45.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_25cb07d0ae574fd3a93fee28507b8d02_mv2_216311cc-a094-4f07-99c2-6715dc9cd1e2.jpg?v=1781634133,1,"MAXSHINE 1200GSM 24"" X 36"" PURPLE DUO TWISTED DRYING TOWEL",FALSE,,,,,,,Maxshine,,,,,,,,,,,,,,,,,,,,,,,"Paint
Chrome
Glass
Aluminum
Vinyl wraps",,,,Twisted-Loop Microfiber Drying Towel,,"Mobile Detailer
DIY Home Use",,,,g,,,active
maxshine-1200gsm-24-x-36-purple-duo-twisted-drying-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_eb710e9c975f4b5783274ab2e3e32f97_mv2_3e624b20-5e89-4452-88d2-73cc274db13d.jpg?v=1781634133,2,"MAXSHINE 1200GSM 24"" X 36"" PURPLE DUO TWISTED DRYING TOWEL - image 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-1200gsm-24-x-36-purple-duo-twisted-drying-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_45c51d2bbc954dabaac3d35345b21174_mv2_02b6c84d-29c0-43c1-8a25-8b23f459b0d3.jpg?v=1781634133,3,"MAXSHINE 1200GSM 24"" X 36"" PURPLE DUO TWISTED DRYING TOWEL - image 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-1200gsm-24-x-36-purple-duo-twisted-drying-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_f6311f10611949bcae8e74923f309d69_mv2_22e2eec8-7fe2-405f-b23e-a91165dc8450.jpg?v=1781634132,4,"MAXSHINE 1200GSM 24"" X 36"" PURPLE DUO TWISTED DRYING TOWEL - image 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxshine-1200gsm-24-x-36-purple-duo-twisted-drying-towel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_0f9aac3d41084b4b98072786ec0b9804_mv2_ea89a6fd-6303-4f4f-b0b9-938dcf15dd8f.jpg?v=1781634133,5,"MAXSHINE 1200GSM 24"" X 36"" PURPLE DUO TWISTED DRYING TOWEL - image 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-high-pro-cutting-pad,"6"" MAXSHINE HIGH PRO CUTTING PAD","<p>RCP's 6"" Maxshine High Pro Cutting Pad is built for serious correction work, making it the go-to choice for removing swirls, scratches, oxidation, and other defects during a paint correction job. Measuring 6 inches in diameter with a 0.5-inch thickness, this firm cutting pad delivers aggressive yet controlled performance when paired with your compound and dual action or rotary polisher. Use it as the first stage of your correction process to level imperfections before stepping down to a polishing pad for refinement. Its durable construction holds up to repeated use and the heat generated during cutting, keeping your results consistent panel after panel. Paired with a quality cutting compound, the right backing plate, and a follow-up polishing pad, this cutting pad takes your paint correction to the next level.</p>",RCP America,Hardware > Tool Accessories > Sanding Accessories > Sandpaper & Sanding Sponges > Polishing Pads,Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,2021175B,454,shopify,10,deny,manual,17.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_ee62036855cd4d919f299ea5684ca38a_mv2_6b6d0e18-81de-4fab-a732-bed799285ab3.jpg?v=1781634135,1,"6"" MAXSHINE HIGH PRO CUTTING PAD",FALSE,,,,,,,Maxshine,,,,,,,,,,,,Heavy Cut,"6""",Foam,,,,,,,,,,,,,High-Cut Polishing Foam Pad,,"Mobile Detailer
DIY Home Use",,,,g,,,active
6-maxshine-high-pro-cutting-pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_9c23ebe85eca47ab87148c6bb0a44dc9_mv2_65c9f5d7-c517-4ae6-be3f-b7d7685baa29.jpg?v=1781634135,2,"6"" MAXSHINE HIGH PRO CUTTING PAD - image 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-high-pro-cutting-pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_7fa6b4df66b149e7ba9748968cf46994_mv2_b4670fc7-208f-4899-8a0d-1119be5f07a9.jpg?v=1781634135,3,"6"" MAXSHINE HIGH PRO CUTTING PAD - image 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-high-pro-cutting-pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_62f52ce0c8144954934b214eadfa142a_mv2_6a0e2237-3500-4d3a-8ca2-142556f8522d.jpg?v=1781634135,4,"6"" MAXSHINE HIGH PRO CUTTING PAD - image 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-clay-pad,"6"" MAXSHINE CLAY PAD","<p>RCP's 6"" Maxshine Clay Pad is a fast, efficient alternative to traditional clay bars, ideal for the decontamination stage of a maintenance wash or paint correction prep. Measuring 6 inches in diameter with a 0.5-inch thickness, this pad attaches to your backing plate and polisher to quickly remove embedded contaminants like overspray, rail dust, and road grime, leaving a smooth, clean surface ready for polishing or coating. Glide it across a freshly washed and lubricated panel and let the pad lift bonded contaminants that washing alone can't reach, covering large areas in a fraction of the time hand claying takes. Its durable surface can be rinsed and reused, making it a cost-effective addition to your decontamination toolkit. Paired with a quality clay lubricant and a microfiber towel, this clay pad takes your decontamination process to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Car Wash Solutions",Maxshine,Maxshine,TRUE,Title,Default Title,,,,,,,,'2042150,454,shopify,10,deny,manual,72.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_3eb75748ae4a491ca3348000f511e98c_mv2_81ff471d-3cd5-4873-a13d-6ce759aec8b3.jpg?v=1781634135,1,"6"" MAXSHINE CLAY PAD",FALSE,,,,,,,Maxshine,,,,,,,,,,,,Clay / Decontamination,"6""",Clay Foam,,,,,,,,,"Paint
Glass
Chrome
Vinyl wraps",,,,Clay Decontamination Pad,,"Mobile Detailer
DIY Home Use",,,,g,,,active
6-maxshine-clay-pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_f0a271d6d991446d95814d9fc0ca5c96_mv2_84860a41-c465-4948-a620-5e080c2be7b9.jpg?v=1781634136,2,"6"" MAXSHINE CLAY PAD - image 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-maxshine-clay-pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/1ae6d4_617da5edf7924cfe9120c3687e8480ab_mv2_122fe6ee-aa6c-499e-916a-135975ebdb8f.jpg?v=1781634136,3,"6"" MAXSHINE CLAY PAD - image 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
